player_id,player_name,season,team,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,HP,IB,SB,CS,AVG,OBP,SLG,OPS,WAR,oWAR,dWAR,wRC+,R_per_PA,BB_pct,K_pct,HR_pct,ISO,1B,wOBA
10232,강민호,2017,17 C,130,515,456,62,130,22,1,22,68,41,104,15,6,0,2,0.285,0.361,0.482,0.843,3.74,3.55,0.19,107.3,0.151,0.07961165048543689,0.20194174757281552,0.04271844660194175,0.197,85,0.3699029126213592
10232,강민호,2018,18 C,129,477,427,46,115,14,0,22,71,29,96,14,5,0,0,0.269,0.331,0.457,0.788,1.48,1.67,-0.19,84.0,0.124,0.06079664570230608,0.20125786163522014,0.04612159329140461,0.188,79,0.34461215932914047
10232,강민호,2021,21 C,123,462,406,55,118,22,0,18,67,45,53,4,4,0,0,0.291,0.361,0.478,0.839,4.06,4.04,0.03,122.4,0.156,0.09740259740259741,0.11471861471861472,0.03896103896103896,0.187,78,0.365995670995671
10232,강민호,2023,23 C,125,495,434,60,126,19,0,16,77,49,65,6,4,6,1,0.29,0.366,0.445,0.811,3.4,3.7,-0.3,123.5,0.149,0.09898989898989899,0.13131313131313133,0.03232323232323232,0.15500000000000003,91,0.35727272727272724
10232,강민호,2024,24 C,136,452,403,48,122,19,1,19,77,35,52,8,2,3,0,0.303,0.365,0.496,0.861,3.43,3.13,0.3,115.6,0.161,0.07743362831858407,0.11504424778761062,0.0420353982300885,0.193,83,0.37484513274336284
10232,강민호,2025,25 C,127,465,412,37,111,23,1,12,71,38,69,7,4,2,2,0.269,0.336,0.417,0.753,2.59,2.33,0.26,96.4,0.124,0.08172043010752689,0.14838709677419354,0.025806451612903226,0.14799999999999996,75,0.3312688172043011
10235,장성우,2020,20 C,130,455,400,39,111,15,0,13,79,38,64,1,0,0,0,0.278,0.337,0.413,0.75,3.16,2.35,0.81,93.8,0.124,0.08351648351648351,0.14065934065934066,0.02857142857142857,0.13499999999999995,83,0.3234285714285714
10235,장성우,2021,21 C,127,460,385,46,89,13,0,14,63,60,69,3,3,1,2,0.231,0.337,0.374,0.711,1.66,1.9,-0.24,93.8,0.117,0.13043478260869565,0.15,0.030434782608695653,0.143,62,0.31445652173913047
10235,장성우,2023,23 C,131,464,410,37,118,22,0,11,65,42,70,2,1,1,1,0.288,0.351,0.422,0.773,3.4,3.26,0.14,110.5,0.136,0.09051724137931035,0.15086206896551724,0.023706896551724137,0.134,85,0.3385991379310345
10235,장성우,2024,24 C,131,489,418,53,112,19,0,19,81,60,86,1,1,5,0,0.268,0.355,0.45,0.805,3.34,3.23,0.1,104.2,0.144,0.12269938650306748,0.17586912065439672,0.03885480572597137,0.182,74,0.35175869120654396
10235,장성우,2025,25 C,129,480,413,44,102,13,0,14,58,55,96,2,1,0,1,0.247,0.333,0.38,0.713,2.27,2.24,0.03,96.1,0.118,0.11458333333333333,0.2,0.029166666666666667,0.133,75,0.3167708333333333
10238,김민성,2016,16 3B,141,579,510,76,156,39,5,17,90,53,89,3,3,6,3,0.306,0.367,0.502,0.869,3.33,2.76,0.57,111.6,0.158,0.09153713298791019,0.153713298791019,0.02936096718480138,0.196,95,0.3741105354058722
10238,김민성,2017,17 3B,133,530,472,59,133,26,1,15,78,43,93,7,2,0,1,0.282,0.345,0.436,0.781,2.36,1.59,0.77,95.6,0.128,0.08113207547169811,0.17547169811320754,0.02830188679245283,0.15400000000000003,91,0.3430943396226415
10238,김민성,2018,18 3B,128,465,413,46,117,24,0,10,45,40,80,6,3,1,0,0.283,0.351,0.414,0.765,1.86,1.41,0.45,94.0,0.129,0.08602150537634409,0.17204301075268819,0.021505376344086023,0.131,83,0.3382150537634409
10239,김주찬,2016,16 LF,130,555,511,97,177,37,3,23,101,30,68,7,1,9,7,0.346,0.386,0.566,0.952,4.72,4.0,0.72,134.5,0.187,0.05405405405405406,0.12252252252252252,0.04144144144144144,0.21999999999999997,114,0.4096396396396397
10239,김주찬,2017,17 1B,122,478,440,78,136,39,2,12,70,31,59,4,0,9,2,0.309,0.359,0.489,0.848,2.64,2.21,0.43,117.5,0.155,0.06485355648535565,0.12343096234309624,0.02510460251046025,0.18,83,0.36843096234309625
10239,김주찬,2018,18 1B,121,471,429,71,146,23,0,18,93,23,57,7,5,8,1,0.34,0.375,0.52,0.895,1.91,2.17,-0.26,119.7,0.167,0.04883227176220807,0.12101910828025478,0.03821656050955414,0.18,105,0.38507430997876857
10251,이대호,2017,17 1B,142,608,540,73,173,13,0,34,111,50,84,15,8,1,1,0.32,0.391,0.533,0.924,3.34,3.13,0.22,127.8,0.179,0.08223684210526316,0.13815789473684212,0.05592105263157895,0.21300000000000002,126,0.4035361842105263
10251,이대호,2018,18 DH,144,604,543,81,181,30,0,37,125,43,75,14,7,0,1,0.333,0.394,0.593,0.987,3.87,3.87,0.0,137.8,0.201,0.07119205298013245,0.12417218543046357,0.061258278145695365,0.25999999999999995,114,0.42551324503311255
10251,이대호,2019,19 DH,135,549,485,48,138,23,1,16,88,47,65,10,4,0,0,0.285,0.355,0.435,0.79,1.52,1.57,-0.04,115.8,0.141,0.08561020036429873,0.11839708561020036,0.029143897996357013,0.15000000000000002,98,0.3484153005464481
10251,이대호,2020,20 DH,144,611,542,67,158,27,0,20,110,53,68,5,9,1,0,0.292,0.354,0.452,0.806,1.4,1.11,0.29,107.2,0.146,0.0867430441898527,0.11129296235679215,0.03273322422258593,0.16000000000000003,111,0.352291325695581
10251,이대호,2021,21 DH,114,465,420,39,120,11,0,19,81,34,50,5,3,0,0,0.286,0.342,0.448,0.79,0.72,0.96,-0.25,106.9,0.138,0.07311827956989247,0.10752688172043011,0.04086021505376344,0.16200000000000003,90,0.3463010752688172
10251,이대호,2022,22 DH,142,591,540,53,179,23,0,23,101,43,56,2,7,0,0,0.331,0.379,0.502,0.881,3.62,3.69,-0.07,139.7,0.168,0.0727580372250423,0.09475465313028765,0.038917089678511,0.17099999999999999,133,0.3840778341793571
10253,정훈,2020,20 1B,111,476,410,72,121,19,1,11,58,56,85,4,0,11,1,0.295,0.382,0.427,0.809,2.21,2.42,-0.21,112.6,0.154,0.11764705882352941,0.17857142857142858,0.023109243697478993,0.132,90,0.3581302521008403
10253,정훈,2021,21 1B,135,561,486,70,142,27,1,14,79,68,89,3,8,8,1,0.292,0.38,0.438,0.818,2.75,2.71,0.04,122.2,0.157,0.12121212121212122,0.1586452762923351,0.024955436720142603,0.14600000000000002,100,0.36254901960784314
10261,손아섭,2016,16 RF,144,672,575,118,186,33,1,16,81,92,104,3,1,42,4,0.323,0.418,0.468,0.886,5.09,4.7,0.39,121.8,0.178,0.13690476190476192,0.15476190476190477,0.023809523809523808,0.14500000000000002,136,0.39257440476190475
10261,손아섭,2017,17 RF,144,667,576,113,193,35,4,20,80,83,96,4,8,25,8,0.335,0.42,0.514,0.934,5.77,5.28,0.49,134.6,0.189,0.12443778110944528,0.14392803598200898,0.029985007496251874,0.179,134,0.40830584707646184
10261,손아섭,2018,18 RF,141,625,553,109,182,32,5,26,93,68,99,2,1,20,3,0.329,0.404,0.546,0.95,5.64,5.12,0.52,135.0,0.197,0.1088,0.1584,0.0416,0.21700000000000003,119,0.41217599999999993
10261,손아섭,2019,19 RF,134,568,512,78,151,22,1,10,63,52,92,1,1,13,8,0.295,0.36,0.4,0.76,2.7,2.36,0.33,109.0,0.132,0.09154929577464789,0.1619718309859155,0.017605633802816902,0.10500000000000004,118,0.3383450704225352
10261,손아섭,2020,20 RF,141,611,540,98,190,43,0,11,85,61,56,2,4,5,0,0.352,0.415,0.493,0.908,5.02,4.98,0.04,139.7,0.19,0.09983633387888707,0.09165302782324058,0.01800327332242226,0.14100000000000001,136,0.3965302782324059
10261,손아섭,2021,21 RF,139,610,542,88,173,29,2,3,58,61,67,3,3,11,6,0.319,0.39,0.397,0.787,2.65,2.99,-0.34,114.7,0.147,0.1,0.10983606557377049,0.004918032786885246,0.07800000000000001,139,0.351360655737705
10261,손아섭,2022,22 RF,138,617,548,72,152,29,4,4,48,59,76,3,2,7,3,0.277,0.347,0.367,0.714,2.28,1.72,0.56,100.6,0.118,0.09562398703403566,0.12317666126418152,0.006482982171799027,0.08999999999999997,115,0.31917341977309566
10261,손아섭,2023,23 DH,140,609,551,97,187,36,3,5,65,50,67,2,2,14,3,0.339,0.393,0.443,0.836,4.46,4.25,0.21,137.1,0.162,0.08210180623973727,0.11001642036124795,0.008210180623973728,0.10399999999999998,143,0.36829228243021345
10266,전준우,2017,17 CF,110,496,455,76,146,27,1,18,69,30,70,7,2,2,4,0.321,0.37,0.503,0.873,3.21,2.84,0.37,115.9,0.163,0.06048387096774194,0.14112903225806453,0.036290322580645164,0.182,100,0.3799395161290323
10266,전준우,2018,18 LF,144,614,556,118,190,36,2,33,90,48,82,7,1,7,7,0.342,0.4,0.592,0.992,5.41,5.08,0.32,141.4,0.205,0.0781758957654723,0.13355048859934854,0.05374592833876222,0.24999999999999994,119,0.4272475570032573
10266,전준우,2019,19 LF,141,606,545,85,164,30,1,22,83,46,71,7,2,8,2,0.301,0.359,0.481,0.84,3.05,3.54,-0.49,126.4,0.154,0.07590759075907591,0.11716171617161716,0.036303630363036306,0.18,111,0.3654950495049505
10266,전준우,2020,20 LF,143,628,562,95,157,34,1,26,96,52,79,8,0,5,5,0.279,0.347,0.482,0.829,2.72,2.54,0.19,112.3,0.153,0.08280254777070063,0.12579617834394904,0.041401273885350316,0.20299999999999996,96,0.3606369426751592
10266,전준우,2021,21 LF,144,619,552,88,192,46,0,7,92,53,71,5,0,6,3,0.348,0.405,0.469,0.874,4.02,4.53,-0.51,134.6,0.173,0.08562197092084006,0.1147011308562197,0.011308562197092083,0.121,139,0.38287560581583197
10266,전준우,2022,22 LF,120,517,470,73,143,31,1,11,68,35,73,3,1,6,3,0.304,0.35,0.445,0.795,1.65,2.5,-0.86,116.0,0.139,0.06769825918762089,0.14119922630560927,0.02127659574468085,0.14100000000000001,100,0.3470019342359768
10266,전준우,2023,23 DH,138,559,493,80,154,21,3,17,77,52,65,7,4,9,2,0.312,0.381,0.471,0.852,3.53,3.86,-0.34,134.5,0.163,0.09302325581395349,0.11627906976744186,0.03041144901610018,0.15899999999999997,113,0.37338103756708413
10266,전준우,2024,24 DH,109,483,423,57,124,26,2,17,82,49,84,5,0,3,1,0.293,0.369,0.485,0.854,1.85,2.21,-0.36,115.7,0.163,0.10144927536231885,0.17391304347826086,0.035196687370600416,0.192,79,0.37200828157349897
10266,전준우,2025,25 DH,114,472,410,50,120,26,1,8,70,44,71,9,2,2,1,0.293,0.369,0.42,0.789,1.39,1.84,-0.45,115.1,0.144,0.09322033898305085,0.1504237288135593,0.01694915254237288,0.127,85,0.34730932203389836
10312,이지영,2022,22 C,137,450,420,38,112,13,4,2,37,20,44,2,2,1,1,0.267,0.303,0.331,0.634,1.13,1.09,0.04,73.9,0.084,0.044444444444444446,0.09777777777777778,0.0044444444444444444,0.064,93,0.2782222222222222
10320,김상수,2019,19 2B,129,543,468,76,127,20,2,5,38,50,67,15,1,21,3,0.271,0.358,0.355,0.713,2.7,3.04,-0.34,97.6,0.121,0.09208103130755065,0.12338858195211787,0.009208103130755065,0.08399999999999996,100,0.31941068139963175
10320,김상수,2020,20 2B,120,471,404,71,123,18,3,5,47,55,55,8,1,10,3,0.304,0.397,0.401,0.798,3.11,3.13,-0.02,112.4,0.156,0.11677282377919321,0.11677282377919321,0.010615711252653927,0.09700000000000003,97,0.35723991507430997
10320,김상수,2023,23 SS,129,512,443,58,120,19,1,3,56,55,68,3,0,5,6,0.271,0.353,0.339,0.692,2.35,2.78,-0.43,95.3,0.116,0.107421875,0.1328125,0.005859375,0.068,97,0.30955078125
10322,박석민,2016,16 3B,126,506,427,77,131,20,0,32,104,56,95,16,2,2,0,0.307,0.404,0.578,0.982,3.17,4.08,-0.91,143.8,0.197,0.11067193675889328,0.18774703557312253,0.06324110671936758,0.27099999999999996,79,0.4210869565217391
10322,박석민,2020,20 3B,123,448,356,58,109,15,0,14,63,75,62,10,2,0,1,0.306,0.436,0.466,0.902,3.61,4.13,-0.52,143.2,0.193,0.16741071428571427,0.13839285714285715,0.03125,0.16000000000000003,80,0.39866071428571426
10324,백상원,2016,16 2B,132,517,445,60,128,19,3,3,49,51,69,4,0,8,3,0.288,0.361,0.364,0.725,1.72,1.44,0.28,82.3,0.119,0.09864603481624758,0.13346228239845262,0.005802707930367505,0.07600000000000001,103,0.3192069632495165
10344,최형우,2016,16 LF,138,618,519,99,195,46,2,31,144,83,83,9,8,2,2,0.376,0.464,0.651,1.115,7.48,7.71,-0.23,172.7,0.25,0.1343042071197411,0.1343042071197411,0.05016181229773463,0.275,116,0.47532362459546923
10344,최형우,2017,17 LF,142,629,514,98,176,36,3,26,120,96,82,11,8,0,1,0.342,0.45,0.576,1.026,6.13,6.54,-0.41,162.9,0.216,0.15262321144674085,0.13036565977742448,0.04133545310015898,0.23399999999999993,111,0.4421780604133545
10344,최형우,2018,18 LF,143,609,528,92,179,34,1,25,103,66,87,7,7,3,0,0.339,0.414,0.549,0.963,4.26,4.77,-0.52,142.9,0.2,0.10837438423645321,0.14285714285714285,0.041050903119868636,0.21000000000000002,119,0.4167323481116585
10344,최형우,2019,19 DH,136,555,456,65,137,31,1,17,86,85,77,7,6,0,1,0.3,0.413,0.485,0.898,4.9,4.71,0.2,152.8,0.181,0.15315315315315314,0.13873873873873874,0.03063063063063063,0.185,88,0.394054054054054
10344,최형우,2020,20 DH,140,600,522,93,185,37,1,28,115,70,101,5,5,0,0,0.354,0.433,0.59,1.023,6.45,6.52,-0.07,171.3,0.226,0.11666666666666667,0.16833333333333333,0.04666666666666667,0.236,119,0.4420333333333334
10344,최형우,2021,21 DH,104,446,373,52,87,15,1,12,55,67,67,4,10,0,0,0.233,0.354,0.375,0.729,1.17,1.11,0.06,105.8,0.129,0.15022421524663676,0.15022421524663676,0.026905829596412557,0.142,59,0.33069506726457404
10344,최형우,2022,22 DH,132,530,454,55,120,27,1,14,71,73,92,1,5,1,0,0.264,0.366,0.421,0.787,2.71,2.55,0.16,125.9,0.145,0.13773584905660377,0.17358490566037735,0.026415094339622643,0.15699999999999997,78,0.35060377358490563
10344,최형우,2023,23 DH,121,508,431,64,130,27,1,17,81,65,83,8,1,0,0,0.302,0.4,0.487,0.887,3.85,4.23,-0.38,159.4,0.183,0.1279527559055118,0.16338582677165353,0.03346456692913386,0.185,85,0.38950787401574805
10344,최형우,2024,24 DH,116,487,425,67,119,23,2,22,109,52,86,5,4,1,1,0.28,0.361,0.499,0.86,1.59,1.88,-0.29,119.0,0.161,0.10677618069815195,0.17659137577002054,0.045174537987679675,0.21899999999999997,72,0.3741478439425052
10344,최형우,2025,25 DH,133,549,469,74,144,30,1,24,86,67,98,8,8,1,0,0.307,0.399,0.529,0.928,4.37,4.37,-0.01,157.6,0.186,0.122040072859745,0.1785063752276867,0.04371584699453552,0.22200000000000003,89,0.4031329690346084
10387,박동원,2021,21 C,131,481,413,61,103,21,0,22,83,53,114,7,0,2,0,0.249,0.342,0.46,0.802,3.24,2.99,0.26,119.5,0.143,0.1101871101871102,0.23700623700623702,0.04573804573804574,0.21100000000000002,60,0.349022869022869
10387,박동원,2022,22 C,123,447,385,52,93,21,0,18,57,45,95,9,4,1,0,0.242,0.334,0.436,0.77,4.1,3.65,0.46,118.5,0.136,0.10067114093959731,0.21252796420581654,0.040268456375838924,0.194,54,0.3357046979865772
10387,박동원,2023,23 C,130,481,409,54,102,17,1,20,75,49,90,7,3,0,1,0.249,0.334,0.443,0.777,4.26,4.15,0.11,117.7,0.134,0.10187110187110188,0.18711018711018712,0.04158004158004158,0.194,64,0.3347609147609148
10387,박동원,2024,24 C,130,498,434,58,118,22,0,20,80,55,112,0,2,1,0,0.272,0.349,0.461,0.81,4.54,3.58,0.96,111.0,0.144,0.11044176706827309,0.2248995983935743,0.040160642570281124,0.189,76,0.3524698795180723
10387,박동원,2025,25 C,139,523,451,57,114,25,0,22,76,62,124,2,4,4,0,0.253,0.342,0.455,0.797,5.12,4.8,0.32,121.0,0.142,0.11854684512428298,0.23709369024856597,0.04206500956022945,0.202,67,0.3476099426386233
10400,오재일,2016,16 1B,105,455,380,69,120,20,2,27,92,64,73,2,2,1,0,0.316,0.411,0.592,1.003,4.48,4.04,0.44,154.1,0.203,0.14065934065934066,0.16043956043956045,0.05934065934065934,0.27599999999999997,71,0.42665934065934064
10400,오재일,2017,17 1B,128,466,412,62,126,27,0,26,89,45,80,5,0,1,1,0.306,0.378,0.561,0.939,4.1,3.93,0.18,145.1,0.183,0.09656652360515021,0.17167381974248927,0.055793991416309016,0.25500000000000006,73,0.4045278969957081
10400,오재일,2018,18 1B,123,477,401,69,112,19,2,27,80,60,121,6,2,1,1,0.279,0.373,0.539,0.912,3.59,3.16,0.43,131.5,0.175,0.12578616352201258,0.25366876310272535,0.05660377358490566,0.26,64,0.3915094339622642
10400,오재일,2019,19 1B,130,529,467,76,137,29,1,21,102,55,99,3,1,2,1,0.293,0.369,0.495,0.864,4.18,3.66,0.52,148.2,0.163,0.10396975425330812,0.18714555765595464,0.03969754253308128,0.202,86,0.3765595463137997
10400,오재일,2020,20 1B,127,534,471,62,147,32,0,16,89,61,92,0,1,2,1,0.312,0.39,0.482,0.872,2.85,3.24,-0.38,141.8,0.175,0.11423220973782772,0.17228464419475656,0.0299625468164794,0.16999999999999998,99,0.3828464419475655
10400,오재일,2021,21 1B,120,484,418,64,119,20,0,25,97,58,106,0,8,1,0,0.285,0.366,0.512,0.878,2.81,2.44,0.37,132.0,0.168,0.11983471074380166,0.2190082644628099,0.05165289256198347,0.22700000000000004,74,0.3797107438016529
10400,오재일,2022,22 1B,135,536,470,57,126,42,0,21,94,57,133,2,8,2,1,0.268,0.345,0.491,0.836,2.53,2.58,-0.05,126.9,0.153,0.10634328358208955,0.24813432835820895,0.03917910447761194,0.22299999999999998,63,0.3624626865671642
10407,황재균,2016,16 3B,127,559,498,97,167,26,5,27,113,49,66,4,5,25,10,0.335,0.394,0.57,0.964,5.05,4.27,0.78,128.2,0.188,0.08765652951699464,0.11806797853309481,0.04830053667262969,0.23499999999999993,109,0.41416815742397134
10407,황재균,2018,18 3B,142,588,530,76,157,41,3,25,88,49,120,4,1,14,7,0.296,0.358,0.526,0.884,3.57,3.65,-0.09,117.0,0.167,0.08333333333333333,0.20408163265306123,0.04251700680272109,0.23000000000000004,88,0.3817006802721089
10407,황재균,2019,19 3B,124,507,448,78,127,16,3,20,67,52,71,2,2,10,7,0.283,0.357,0.467,0.824,4.88,3.95,0.92,127.0,0.15,0.10256410256410256,0.14003944773175542,0.03944773175542406,0.18400000000000005,88,0.3605917159763314
10407,황재균,2020,20 3B,134,600,541,108,169,35,5,21,97,47,98,5,0,11,6,0.312,0.37,0.512,0.882,5.36,4.89,0.47,129.5,0.171,0.07833333333333334,0.16333333333333333,0.035,0.2,108,0.38133333333333336
10407,황재균,2021,21 3B,117,507,453,74,132,16,2,10,56,46,92,3,1,11,4,0.291,0.358,0.402,0.76,2.92,2.51,0.41,107.9,0.135,0.09072978303747535,0.1814595660749507,0.01972386587771203,0.11100000000000004,104,0.3373175542406312
10407,황재균,2022,22 3B,141,581,519,59,136,25,3,10,64,53,99,5,5,6,3,0.262,0.335,0.38,0.715,1.87,2.13,-0.26,97.1,0.117,0.09122203098106713,0.1703958691910499,0.01721170395869191,0.118,98,0.31841652323580033
10407,황재균,2023,23 3B,109,457,407,62,120,26,2,6,49,45,64,1,1,3,3,0.295,0.366,0.413,0.779,3.24,2.8,0.44,116.0,0.142,0.09846827133479212,0.1400437636761488,0.01312910284463895,0.118,86,0.3439168490153173
10469,박경수,2016,16 2B,121,476,402,64,126,22,1,20,80,65,80,5,2,3,1,0.313,0.412,0.522,0.934,4.36,4.13,0.23,129.7,0.187,0.13655462184873948,0.16806722689075632,0.04201680672268908,0.20900000000000002,83,0.40731092436974786
10469,박경수,2017,17 2B,131,511,442,62,116,27,1,15,66,57,118,6,4,1,2,0.262,0.352,0.43,0.782,1.95,1.91,0.04,96.5,0.133,0.11154598825831702,0.2309197651663405,0.029354207436399216,0.16799999999999998,73,0.34448140900195695
10469,박경수,2018,18 2B,135,528,458,65,120,21,0,25,74,58,129,9,2,4,1,0.262,0.354,0.472,0.826,2.56,2.71,-0.16,105.8,0.15,0.10984848484848485,0.24431818181818182,0.04734848484848485,0.20999999999999996,74,0.36274621212121205
10469,박경수,2019,19 2B,137,490,421,43,104,24,0,10,65,55,102,4,1,0,1,0.247,0.335,0.375,0.71,2.93,2.15,0.78,96.9,0.115,0.11224489795918367,0.20816326530612245,0.02040816326530612,0.128,70,0.3155306122448979
10470,박병호,2018,18 1B,113,488,400,88,138,20,0,43,112,68,114,17,10,0,1,0.345,0.457,0.718,1.175,7.24,7.05,0.18,192.1,0.266,0.13934426229508196,0.2336065573770492,0.08811475409836066,0.373,75,0.4951024590163935
10470,박병호,2019,19 1B,122,532,432,92,121,22,0,33,98,78,117,13,5,0,1,0.28,0.398,0.56,0.958,6.54,5.94,0.6,171.8,0.195,0.14661654135338345,0.2199248120300752,0.06203007518796992,0.28,66,0.4119548872180451
10470,박병호,2021,21 1B,118,477,409,48,93,23,0,20,76,47,141,14,3,0,1,0.227,0.323,0.43,0.753,0.95,0.92,0.03,104.7,0.125,0.09853249475890985,0.29559748427672955,0.041928721174004195,0.20299999999999999,50,0.33169811320754716
10470,박병호,2022,22 1B,124,487,429,72,118,17,0,35,98,40,131,12,3,5,3,0.275,0.349,0.559,0.908,4.66,3.98,0.68,145.8,0.176,0.08213552361396304,0.26899383983572894,0.07186858316221766,0.28400000000000003,66,0.3902874743326489
10470,박병호,2023,23 1B,132,493,431,53,122,15,0,18,87,46,114,8,2,2,0,0.283,0.357,0.443,0.8,2.75,2.0,0.75,118.2,0.144,0.09330628803245436,0.23123732251521298,0.036511156186612576,0.16000000000000003,89,0.3520486815415822
10475,오지환,2016,16 SS,121,472,393,73,110,14,5,20,78,65,97,7,0,17,9,0.28,0.387,0.494,0.881,4.9,4.45,0.45,129.1,0.17,0.13771186440677965,0.2055084745762712,0.0423728813559322,0.21399999999999997,71,0.3833898305084745
10475,오지환,2018,18 SS,144,617,533,93,148,26,2,11,71,59,146,7,3,10,5,0.278,0.354,0.396,0.75,3.78,3.29,0.49,96.2,0.127,0.09562398703403566,0.2366288492706645,0.017828200972447326,0.118,109,0.32758508914100487
10475,오지환,2019,19 SS,134,547,473,63,119,23,5,9,53,57,113,7,1,27,5,0.252,0.339,0.378,0.717,5.26,4.14,1.12,107.9,0.12,0.10420475319926874,0.20658135283363802,0.016453382084095063,0.126,82,0.3172943327239488
10475,오지환,2020,20 SS,141,591,527,95,158,41,7,10,71,45,116,9,1,20,8,0.3,0.362,0.461,0.823,6.41,5.37,1.04,125.2,0.154,0.07614213197969544,0.19627749576988154,0.01692047377326565,0.16100000000000003,100,0.35692047377326563
10475,오지환,2021,21 SS,134,532,464,62,118,19,2,8,57,54,82,5,0,12,6,0.254,0.335,0.356,0.691,3.28,2.58,0.7,94.6,0.109,0.10150375939849623,0.15413533834586465,0.015037593984962405,0.10199999999999998,89,0.3087218045112783
10475,오지환,2022,22 SS,142,569,494,75,133,16,4,25,87,62,107,7,2,20,7,0.269,0.357,0.47,0.827,6.52,5.96,0.56,139.8,0.155,0.10896309314586995,0.18804920913884007,0.043936731107205626,0.20099999999999996,88,0.36105448154657294
10475,오지환,2023,23 SS,126,502,422,65,113,24,3,8,62,64,82,8,0,16,7,0.268,0.371,0.396,0.767,5.17,4.82,0.35,127.0,0.144,0.12749003984063745,0.16334661354581673,0.01593625498007968,0.128,78,0.341593625498008
10475,오지환,2025,25 SS,127,472,419,57,106,24,1,16,62,37,115,3,0,9,7,0.253,0.314,0.43,0.744,2.89,2.65,0.24,101.9,0.12,0.07838983050847458,0.24364406779661016,0.03389830508474576,0.177,65,0.32042372881355935
10485,박용택,2016,16 DH,138,578,509,84,176,24,0,11,90,58,71,4,5,6,6,0.346,0.412,0.458,0.87,3.34,2.93,0.41,129.7,0.171,0.10034602076124567,0.12283737024221453,0.01903114186851211,0.11200000000000004,141,0.38403114186851206
10485,박용택,2017,17 DH,138,596,509,83,175,23,2,14,90,72,88,6,6,4,2,0.344,0.424,0.479,0.903,3.89,3.81,0.08,143.2,0.181,0.12080536912751678,0.1476510067114094,0.02348993288590604,0.135,136,0.39746644295302014
10485,박용택,2018,18 DH,134,583,524,89,159,38,1,15,76,47,107,5,0,3,3,0.303,0.362,0.466,0.828,1.65,1.55,0.1,113.2,0.149,0.08061749571183534,0.1835334476843911,0.025728987993138937,0.16300000000000003,105,0.3616809605488851
10486,서동욱,2016,16 2B,124,485,411,73,120,30,3,16,67,60,108,5,1,9,4,0.292,0.386,0.496,0.882,3.41,3.67,-0.25,122.3,0.17,0.12371134020618557,0.22268041237113403,0.032989690721649485,0.20400000000000001,71,0.38092783505154637
10493,이택근,2016,16 CF,127,460,398,64,123,19,1,8,65,53,56,3,1,7,4,0.309,0.389,0.422,0.811,1.06,1.46,-0.4,106.1,0.149,0.11521739130434783,0.12173913043478261,0.017391304347826087,0.11299999999999999,95,0.36050000000000004
10552,김태균,2016,16 DH,144,652,529,94,193,39,0,23,136,108,97,9,10,1,0,0.365,0.475,0.569,1.044,6.91,6.71,0.19,165.8,0.234,0.1656441717791411,0.14877300613496933,0.0352760736196319,0.20399999999999996,131,0.45309815950920246
10552,김태균,2019,19 DH,127,500,433,47,132,21,0,6,62,54,94,5,5,3,0,0.305,0.382,0.395,0.777,1.37,1.63,-0.26,119.1,0.137,0.108,0.188,0.012,0.09000000000000002,105,0.34716
10555,송광민,2016,16 3B,116,494,449,80,146,27,2,17,83,28,86,4,0,3,0,0.325,0.366,0.508,0.874,2.69,2.57,0.12,111.9,0.158,0.05668016194331984,0.17408906882591094,0.03441295546558704,0.183,100,0.37334008097165994
10555,송광민,2017,17 3B,117,473,437,71,143,26,0,13,75,21,88,3,1,2,3,0.327,0.356,0.476,0.832,3.34,2.52,0.82,110.4,0.148,0.04439746300211417,0.18604651162790697,0.02748414376321353,0.14899999999999997,104,0.35841437632135315
10559,이범호,2016,16 3B,138,560,484,93,150,23,0,33,108,60,57,9,7,1,1,0.31,0.391,0.562,0.953,4.2,4.37,-0.17,132.9,0.185,0.10714285714285714,0.10178571428571428,0.05892857142857143,0.25200000000000006,94,0.41080357142857143
10559,이범호,2017,17 3B,115,447,382,57,104,14,0,25,89,52,81,7,3,0,0,0.272,0.365,0.505,0.87,2.15,2.87,-0.72,117.4,0.156,0.116331096196868,0.18120805369127516,0.05592841163310962,0.23299999999999998,65,0.3781879194630873
10627,유한준,2016,16 RF,110,460,408,70,137,22,0,14,64,47,40,2,1,4,1,0.336,0.404,0.493,0.897,2.02,2.72,-0.7,121.7,0.176,0.10217391304347827,0.08695652173913043,0.030434782608695653,0.15699999999999997,101,0.39369565217391306
10627,유한준,2017,17 RF,133,497,445,52,136,19,0,13,68,45,59,2,2,0,2,0.306,0.37,0.436,0.806,1.49,1.67,-0.18,104.2,0.142,0.09054325955734406,0.11871227364185111,0.026156941649899398,0.13,104,0.35509054325955736
10627,유한준,2018,18 RF,121,480,428,59,145,21,1,20,83,47,53,2,3,1,1,0.339,0.406,0.533,0.939,3.07,3.5,-0.43,137.5,0.194,0.09791666666666667,0.11041666666666666,0.041666666666666664,0.194,103,0.4079791666666666
10627,유한준,2019,19 RF,139,562,501,61,159,19,1,14,86,52,61,4,1,3,0,0.317,0.383,0.443,0.826,3.0,3.18,-0.18,131.5,0.155,0.09252669039145907,0.10854092526690391,0.02491103202846975,0.126,125,0.36505338078291816
